0.0396 3.34793330191009e+00 0 0
0.0796 3.36394582963407e+00 0 0
0.1196 3.38113585368713e+00 0 0
0.1596 3.30784027955719e+00 0 0
0.1996 3.23601105718153e+00 0 0
0.2396 3.22178776981347e+00 0 0
0.2796 3.05153084652261e+00 0 0
0.3196 3.11836815114377e+00 0 0
0.3596 3.14727486379795e+00 0 0
0.3996 2.92431307364118e+00 0 0
0.4396 3.22765215717256e+00 0 0
0.4796 3.33084105023305e+00 0 0
0.5196 3.16059583489226e+00 0 0
0.5596 3.09434613760451e+00 0 0
0.5996 3.04081009303161e+00 0 0
0.6396 3.18221836667004e+00 0 0
0.6796 3.05092845382478e+00 0 0
0.7196 3.14634329101093e+00 0 0
0.7596 3.50297232568695e+00 0 0
0.7996 3.11812861877192e+00 0 0
0.8396 3.03086306548092e+00 0 0
0.8796 3.08167444232554e+00 0 0
0.9196 3.12004569826321e+00 0 0
0.9596 3.08064980094298e+00 0 0
0.9996 3.02479423354743e+00 0 0
1.0396 3.12009832181454e+00 0 0
1.0796 3.08074318738709e+00 0 0
1.1196 2.69972772897549e+00 0 0
1.1596 2.71746316597026e+00 0 0
1.1996 2.83170360315632e+00 0 0
1.2396 2.78992737904335e+00 0 0
1.2796 3.05247551412609e+00 0 0
1.3196 3.28498079906421e+00 0 0
1.3596 3.01300931128921e+00 0 0
1.3996 3.19327312337907e+00 0 0
1.4396 3.17202551833787e+00 0 0
1.4796 2.89743174327449e+00 0 0
1.5196 3.10564409118092e+00 0 0
1.5596 3.17090079294095e+00 0 0
1.5996 2.96160640331508e+00 0 0
1.6396 2.99594599839699e+00 0 0
1.6796 2.94958488692783e+00 0 0
1.7196 2.98886211606956e+00 0 0
1.7596 2.91432426776809e+00 0 0
1.7996 2.91747780206246e+00 0 0
1.8396 2.96235480293285e+00 0 0
1.8796 2.99917709024129e+00 0 0
1.9196 2.95271948920717e+00 0 0
1.9596 2.94467987749488e+00 0 0
1.9996 3.01494289731370e+00 0 0
2.0396 2.99124107222208e+00 0 0
2.0796 2.89043972666959e+00 0 0
2.1196 3.04388638373447e+00 0 0
2.1596 2.89517886051672e+00 0 0
2.1996 3.14508642584741e+00 0 0
2.2396 3.21983530483007e+00 0 0
2.2796 3.02056289620364e+00 0 0
2.3196 2.97776887890552e+00 0 0
2.3596 2.99930980988544e+00 0 0
2.3996 2.80652890616525e+00 0 0
2.4396 3.09511532392767e+00 0 0
2.4796 3.07696537585847e+00 0 0
2.5196 2.97278068152445e+00 0 0
2.5596 2.94342130946712e+00 0 0
2.5996 2.88456041078620e+00 0 0
2.6396 3.16541866574917e+00 0 0
2.6796 3.06727651517556e+00 0 0
2.7196 3.19162540948909e+00 0 0
2.7596 2.89654327942315e+00 0 0
2.7996 3.14524792491656e+00 0 0
2.8396 3.00433693696734e+00 0 0
2.8796 3.03282798918789e+00 0 0
2.9196 3.02792646808799e+00 0 0
2.9596 3.07997107346412e+00 0 0
2.9996 3.06244285052657e+00 0 0
3.0396 3.08013707801398e+00 0 0
3.0796 3.15727945454777e+00 0 0
3.1196 2.85185956715484e+00 0 0
3.1596 2.82478576932284e+00 0 0
3.1996 3.04090249658991e+00 0 0
3.2396 2.81647181302040e+00 0 0
3.2796 3.01795164427381e+00 0 0
3.3196 2.89893610995436e+00 0 0
3.3596 3.03394380736687e+00 0 0
3.3996 3.19036745294445e+00 0 0
3.4396 3.20106661824512e+00 0 0
3.4796 3.07541538948947e+00 0 0
3.5196 2.92896842545511e+00 0 0
3.5596 2.90601180600391e+00 0 0
3.5996 3.01126312594871e+00 0 0
3.6396 3.00820172603353e+00 0 0
3.6796 3.06483243916592e+00 0 0
3.7196 3.00094460953415e+00 0 0
3.7596 3.04726878849267e+00 0 0
3.7996 3.03338876607691e+00 0 0
3.8396 2.94934833392177e+00 0 0
3.8796 3.15321523090931e+00 0 0
3.9196 2.80832291041363e+00 0 0
3.9596 3.05861254984038e+00 0 0
3.9996 2.97922178671859e+00 0 0
4.0396 3.88585934009643e+00 0 0
4.0796 3.88675806766832e+00 0 0
4.1196 3.83203915695186e+00 0 0
4.1596 3.79332589299997e+00 0 0
4.1996 3.91594520195700e+00 0 0
4.2396 2.98150744633055e+00 0 0
4.2796 3.02112879276502e+00 0 0
4.3196 2.81239083238205e+00 0 0
4.3596 2.95070317183814e+00 0 0
4.3996 2.94332764703076e+00 0 0
4.4396 3.09493937801617e+00 0 0
4.4796 3.11996319559295e+00 0 0
4.5196 2.85026225537567e+00 0 0
4.5596 3.11495334708763e+00 0 0
4.5996 3.05491600212503e+00 0 0
4.6396 3.16879584797673e+00 0 0
4.6796 3.12222752009691e+00 0 0
4.7196 3.19589921785742e+00 0 0
4.7596 3.09471296986041e+00 0 0
4.7996 3.21718435219058e+00 0 0
4.8396 3.21884587104603e+00 0 0
4.8796 3.39838282699142e+00 0 0
4.9196 3.30739165184824e+00 0 0
4.9596 3.03008991440120e+00 0 0
4.9996 3.11197430509719e+00 0 0
5.0396 3.09522339156784e+00 0 0
5.0796 3.32169268722297e+00 0 0
5.1196 3.18988600746190e+00 0 0
5.1596 3.28629404519585e+00 0 0
5.1996 3.13360809554679e+00 0 0
5.2396 2.99937942074461e+00 0 0
5.2796 3.06151294434134e+00 0 0
5.3196 2.95298628577179e+00 0 0
5.3596 3.12459244027297e+00 0 0
5.3996 3.18013766321338e+00 0 0
5.4396 3.16520971193729e+00 0 0
5.4796 3.10263635897431e+00 0 0
5.5196 3.23989060702534e+00 0 0
5.5596 3.41198252263603e+00 0 0
5.5996 3.17168188263851e+00 0 0
5.6396 3.15124113327239e+00 0 0
5.6796 3.15286702108193e+00 0 0
5.7196 2.78256630352929e+00 0 0
5.7596 2.92583654365115e+00 0 0
5.7996 3.00858117494650e+00 0 0
5.8396 2.97152820530452e+00 0 0
5.8796 3.06137516811002e+00 0 0
5.9196 2.97637280763297e+00 0 0
5.9596 2.86754827899567e+00 0 0
5.9996 3.10896267803231e+00 0 0
6.0396 2.91027329770614e+00 0 0
6.0796 2.77651458556960e+00 0 0
6.1196 3.17847616524020e+00 0 0
6.1596 3.13211836489605e+00 0 0
6.1996 3.00750613442419e+00 0 0
6.2396 2.99653668632337e+00 0 0
6.2796 3.12851022554085e+00 0 0
6.3196 3.00981971633207e+00 0 0
6.3596 2.82264908850685e+00 0 0
6.3996 2.79351260853569e+00 0 0
6.4396 2.97286485905356e+00 0 0
6.4796 2.95554192628777e+00 0 0
6.5196 3.00233466158037e+00 0 0
6.5596 3.30960193166683e+00 0 0
6.5996 3.06307366068065e+00 0 0
6.6396 2.98426085314167e+00 0 0
6.6796 3.21466816767548e+00 0 0
6.7196 2.94486417522415e+00 0 0
6.7596 3.05371719307446e+00 0 0
6.7996 3.16637070391653e+00 0 0
6.8396 3.11957108456163e+00 0 0
6.8796 2.95095688225472e+00 0 0
6.9196 3.00387958899457e+00 0 0
6.9596 3.17497756234101e+00 0 0
6.9996 3.06330676340873e+00 0 0
7.0396 3.04956385404746e+00 0 0
7.0796 3.16592861364225e+00 0 0
7.1196 3.02050163198898e+00 0 0
7.1596 2.82944783153487e+00 0 0
7.1996 3.28086128080740e+00 0 0
7.2396 3.26591217846561e+00 0 0
7.2796 3.18559205368424e+00 0 0
7.3196 2.93824257597317e+00 0 0
7.3596 3.11318481939360e+00 0 0
7.3996 3.10626377327357e+00 0 0
7.4396 2.80198088069138e+00 0 0
7.4796 2.86973514569595e+00 0 0
7.5196 3.04796660554964e+00 0 0
7.5596 3.01591066930270e+00 0 0
7.5996 3.12383427989578e+00 0 0
7.6396 3.13706683634291e+00 0 0
7.6796 2.97236408537244e+00 0 0
7.7196 3.07408067410978e+00 0 0
7.7596 3.20867717575729e+00 0 0
7.7996 3.43390390707545e+00 0 0
7.8396 3.40273009685052e+00 0 0
7.8796 3.47815413892469e+00 0 0
7.9196 3.69269917497157e+00 0 0
7.9596 3.38360944560397e+00 0 0
7.9996 3.64856510036861e+00 0 0
8.0396 3.90275837529133e+00 0 0
8.0796 3.75423378214634e+00 0 0
8.1196 3.64150194686730e+00 0 0
8.1596 3.71872195502219e+00 0 0
8.1996 3.68832778811884e+00 0 0
8.2396 3.75990845738310e+00 0 0
8.2796 3.67530250055940e+00 0 0
8.3196 3.33503200601262e+00 0 0
8.3596 3.43207804655182e+00 0 0
8.3996 3.66550204373488e+00 0 0
8.4396 3.78964159240350e+00 0 0
8.4796 3.86863351952783e+00 0 0
8.5196 3.89824814954892e+00 0 0
8.5596 3.72288502690383e+00 0 0
8.5996 3.84319787393662e+00 0 0
8.6396 3.59573441708278e+00 0 0
8.6796 3.75886715678412e+00 0 0
8.7196 3.43799689354997e+00 0 0
8.7596 3.40957353218203e+00 0 0
8.7996 3.30943618907353e+00 0 0
8.8396 3.22433486208255e+00 0 0
8.8796 3.56631186097053e+00 0 0
8.9196 2.96460688109608e+00 0 0
8.9596 3.14644173208298e+00 0 0
8.9996 3.10966655170190e+00 0 0
9.0396 3.03308770215321e+00 0 0
9.0796 3.06304480934412e+00 0 0
9.1196 3.33567729467296e+00 0 0
9.1596 3.37182597159412e+00 0 0
9.1996 3.26117499358076e+00 0 0
9.2396 3.51442539995326e+00 0 0
9.2796 3.42078752443814e+00 0 0
9.3196 3.08152258456563e+00 0 0
9.3596 2.96469745111258e+00 0 0
9.3996 3.13783448242535e+00 0 0
9.4396 3.37243467456281e+00 0 0
9.4796 3.22426035796245e+00 0 0
9.5196 3.77984388482966e+00 0 0
9.5596 3.66988355025676e+00 0 0
9.5996 3.62076372131098e+00 0 0
